微信消息记录     导出时间:2017-01-08 15:20:13
－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－－
ID                            时间                     联系人                   状态                类型                消息
                                                                                          https://wxapp.tenpay.com/mmpayhb/wxhb_personalreceive?showwxpaytitle=1&amp;msgtype=1&amp;channelid=1&amp;sendid=1000038301201612087053011594171
2215573545@chatroom           2016-12-08 14:16:36      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  194-JH2016JC领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:37      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  003-itony领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:40      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  你领取了194-JH2016JC的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000034701201612087052842614014&sign=18b55986fef05347e9ed96bd5171ab3bd347bcffdc29cfb608af78ceafc73b292d60119dbf29efbcb14c0b5acb8aafc9e5d325dc4c8fa2fbd23e585d2203315bc86b7c3c25fc2355cd70a73654990a521c4f3fb7cc18e047ee9de82f0e0bb2f3&ver=6">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:42      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  025-苏良义领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:46      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  067-李晓伟领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:47      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  你领取了自己发的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171&sign=&ver=0">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:49      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  158-图腾领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:50      194-JH2016JC             接收                文本                [亲亲][亲亲][亲亲]
2215573545@chatroom           2016-12-08 14:16:51      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  201-海龙领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:52      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  110-江涛骇浪领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:58      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  009-King／Sky Jin领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:16:59      158-图腾                 接收                文本                欢迎
2215573545@chatroom           2016-12-08 14:17:07      King／SkyJin             接收                文本                怎么走了
2215573545@chatroom           2016-12-08 14:17:14      我                       发送                动画表情            [动画表情]
2215573545@chatroom           2016-12-08 14:17:15      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  161-@(ㅎ︵ㅎ)@领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:17:27      161-@(ㅎ︵ㅎ)@           接收                动画表情            [动画表情]
2215573545@chatroom           2016-12-08 14:17:37      194-JH2016JC             接收                文本                这段时间没练的自己发红包[阴险][阴险]
2215573545@chatroom           2016-12-08 14:17:51      201-海龙201hailong       接收                动画表情            [动画表情]
2215573545@chatroom           2016-12-08 14:17:55      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  199-董晓文领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:18:02      161-@(ㅎ︵ㅎ)@           接收                动画表情            [动画表情]
2215573545@chatroom           2016-12-08 14:18:11      199-董晓文               接收                文本                欢迎归来
2215573545@chatroom           2016-12-08 14:18:14      199-董晓文               接收                文本                [呲牙]
2215573545@chatroom           2016-12-08 14:18:32      194-JH2016JC             接收                文本                抢了我红包的也自觉发一个红包欢迎大王[阴险][阴险][阴险]
2215573545@chatroom           2016-12-08 14:19:20      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  122-余弦领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:19:23      我                       发送                文本                留下的都是真爱啊[捂脸][机智]
2215573545@chatroom           2016-12-08 14:19:31      067-李晓伟               接收                网页                微信红包
                                                                                          https://wxapp.tenpay.com/mmpayhb/wxhb_personalreceive?showwxpaytitle=1&msgtype=1&channelid=1&sendid=1000040801201612087053412840745&ver=6&sign=2ab978ecfcc9670e1803e27adba11ea4bb7f1b8164f85122cb79f0753c8a4dc9edab1b11f5e8b792da717c4672aff88eda25e1c7b62ad8c2f6e9528e4246e8614f0b592d0f4a314309107462651fcfb71a25132584c0f081fb20a76f7552116e
2215573545@chatroom           2016-12-08 14:19:52      King／SkyJin             接收                文本                欢迎
2215573545@chatroom           2016-12-08 14:19:59      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  你领取了067-李晓伟的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000040801201612087053412840745&sign=2ab978ecfcc9670e1803e27adba11ea4bb7f1b8164f85122cb79f0753c8a4dc9edab1b11f5e8b792da717c4672aff88eda25e1c7b62ad8c2f6e9528e4246e8614f0b592d0f4a314309107462651fcfb71a25132584c0f081fb20a76f7552116e&ver=6">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:20:37      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  220-阿当领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:21:05      我                       发送                文本                继续坚持健身[耶]晚上去跑步
2215573545@chatroom           2016-12-08 14:21:09      我                       发送                文本                [嘿哈]
2215573545@chatroom           2016-12-08 14:21:15      194-JH2016JC             接收                文本                @BadGirl [呲牙]
2215573545@chatroom           2016-12-08 14:21:19      161-@(ㅎ︵ㅎ)@           接收                动画表情            [动画表情]
2215573545@chatroom           2016-12-08 14:21:28      201-海龙201hailong       接收                动画表情            [动画表情]
2215573545@chatroom           2016-12-08 14:22:18      067-李晓伟               接收                动画表情            [动画表情]
2215573545@chatroom           2016-12-08 14:22:54      单🐾单🍀             接收                文本                哇哦
2215573545@chatroom           2016-12-08 14:23:03      我                       发送                照片壁纸            [照片壁纸]
2215573545@chatroom           2016-12-08 14:23:13      194-JH2016JC             接收                文本                @BadGirl 大王，我要先搬砖去了
2215573545@chatroom           2016-12-08 14:23:14      单🐾单🍀             接收                动画表情            [动画表情]
2215573545@chatroom           2016-12-08 14:23:17      194-JH2016JC             接收                文本                哈哈哈
2215573545@chatroom           2016-12-08 14:23:20      我                       发送                文本                谢谢亲们的礼物
2215573545@chatroom           2016-12-08 14:23:24      194-JH2016JC             接收                文本                真买了
2215573545@chatroom           2016-12-08 14:23:34      我                       发送                文本                终于长出了一颗
2215573545@chatroom           2016-12-08 14:23:35      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  017-梁文彦领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:23:46      我                       发送                文本                好Q
2215573545@chatroom           2016-12-08 14:23:47      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  159-单单领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:24:00      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  032-大头姑娘💍领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:24:15      194-JH2016JC             接收                文本                @BadGirl 应该是塔雅和小苏的好主意
2215573545@chatroom           2016-12-08 14:24:58      194-JH2016JC             接收                文本                好Q[憨笑]，大王好好养好这棵小苗
2215573545@chatroom           2016-12-08 14:25:44      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  030-TRY领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:26:43      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  083-艾清领取了你的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000038301201612087053011594171">红包</_wc_custom_link_>
2215573545@chatroom           2016-12-08 14:27:33      110-江涛骇浪             接收                网页                微信红包
                                                                                          https://wxapp.tenpay.com/mmpayhb/wxhb_personalreceive?showwxpaytitle=1&msgtype=1&channelid=1&sendid=1000040101201612087054411328270&ver=6&sign=a4bf94953f2da8900bfcb25b0e4f344b54d90f1f70cdd5aa58e90cec54227ab42d2bdbd038ee438946e44e26a12526e6466b60ac636bf4ec1b80abbe02d48290a7c2ca3d403a7df1538aff442eda67d3118a78067dcdc990db6cbee3ed52f339
2215573545@chatroom           2016-12-08 14:28:07      emMessages_HongbaoIcon.png接收                系统消息            <img src="SystemMessages_HongbaoIcon.png"/>  你领取了110-江涛骇浪的<_wc_custom_link_ color="#FD9931" href="weixin://weixinhongbao/opendetail?sendid=1000040101201612087054411328270&sign=a4bf94953f2da8900bfcb25b0e4f344b54d90f1f70cdd5aa58e90cec54227ab42d2bdbd038ee438946e44e26a12526e6466b60ac636bf4ec1b80abbe02d48290a7c2ca3d403a7df1538aff442eda67d3118a78067dcdc990db6cbee3ed52f339&ver=6">红包</_wc_custom_link_>
